screen_name,location
LayoHdez,"Guadalajara, Jalisco, 44360, México"
YannEvanovick,"Manaus, Microrregião de Manaus, Mesorregião Centro Amazonense, Amazonas, Região Norte, 69000-000, Brasil"
mkcaf,"Tampa, Hillsborough County, Florida, United States of America"
lauatodoritmo,"Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina"
AlanLongy,"Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina"
hugo911lopez,"Tijuana, Municipio de Tijuana, Baja California, 22105, México"
jaimebalarcon,"Москва, Центральный административный округ, Москва, Центральный федеральный округ, Россия"
ReborN_VI,"Rio de Janeiro, Microrregião Rio de Janeiro, Região Metropolitana do Rio de Janeiro, Rio de Janeiro, Região Sudeste, Brasil"
AmorimKasusclay,"Porto Velho, Microrregião Porto Velho, Mesorregião Madeira-Guaporé, Rondônia, Região Norte, Brasil"
venezuelafrance,"Caracas, Municipio Libertador, Distrito Capital, Región Capital, 1010-A, Venezuela"
rafaelmv93,"Distrito Federal, Região Centro-Oeste, Brasil"
_Yamila_AvilaF_,"La Rioja, España"
camba_javi12,"Santa Cruz, Argentina"
sebas_baier,France
veronicasuasan,"Caracas, Municipio Libertador, Distrito Capital, Región Capital, 1010-A, Venezuela"
Lassie82640452,"Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina"
luzsolischile,"Santiago, Cantón Paraíso, Provincia Cartago, 30202, Costa Rica"
nuneznoda,"Homestead, Miami-Dade County, Florida, United States"
danielhr91,"Bogotá, Distrito Capital de Bogotá, 110321, Colombia"
Karin_MUFC,"England, United Kingdom"
dhorna,"Lima, Peru"
Busster_Spain,"Madrid, Área metropolitana de Madrid y Corredor del Henares, Comunidad de Madrid, 28001, España"
NocturnaGarua,"Cuenca, Castilla-La Mancha, España"
EnriqueIX,"Monterrey, Nuevo León, México"
OFernandoLOBO,"Laranjeiras, Microrregião da Grande Aracaju, Mesorregião Leste Sergipano, Sergipe, Região Nordeste, Brasil"
NataliaLino12,"Santa Cruz, Argentina"
Alexdruo123,"Porlamar, Municipio Mariño, Nueva Esparta, Región Insular, 6301, Venezuela"
RoqueRivasZ,"Quito, Pichincha, 17041, Ecuador"
CzechWtf,"Zárate, Partido de Zárate, Buenos Aires, 2800, Argentina"
Lprtr3,"Caracas, Municipio Libertador, Distrito Capital, Región Capital, 1010-A, Venezuela"
ANAME5,"Madrid, Área metropolitana de Madrid y Corredor del Henares, Comunidad de Madrid, 28001, España"
Azumi_blue,"Santa Cruz, Argentina"
kingclawtoo,"London, Greater London, England, SW1A 2DX, United Kingdom"
albertoescobosa,"Mazatlán, Sinaloa, 82000, México"
geovanychivas,"Guerrero, México"
OctavioUSAER,"Xalapa, Veracruz de Ignacio de la Llave, 91170, México"
PavaoAlves,"São Paulo, Região Imediata de São Paulo, Região Metropolitana de São Paulo, Região Intermediária de São Paulo, São Paulo, Região Sudeste, Brasil"
missaeldavila,"Monterrey, Nuevo León, México"
silvana_troilo,"Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina"
Andreblumenau42,"Santa Catarina, Região Sul, Brasil"
owlconservador,"London, Greater London, England, SW1A 2DX, United Kingdom"
RamiroCruzP_,"Cochabamba, Kanata, Cercado, Cochabamba, Bolivia"
LuisHuertas2014,"Piura, Departamento de Piura, Perú"
pichongarse1963,"Guanare, Parroquia Capital Guanare, Municipio Guanare, Portuguesa, Región Centroccidental, Venezuela"
Dann_alm,"São Luís, Microrregião da Aglomeração Urbana de São Luís, Mesorregião Norte Maranhense, Maranhão, Região Nordeste, Brasil"
DavidCarreta,"Madrid, Área metropolitana de Madrid y Corredor del Henares, Comunidad de Madrid, 28001, España"
SergioBacaM,"Florida, United States of America"
Mpp_949,"Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina"
derrickokeefe,"Vancouver, Metro Vancouver Regional District, British Columbia, Canada"
matthiue,"Región del Biobío, Chile"
joseroochaa,"Picos, Microrregião de Picos, Mesorregião Sudeste Piauiense, Piauí, Região Nordeste, Brasil"
RobFaxa,"Viña del Mar, Provincia de Valparaíso, Región de Valparaíso, Chile"
WilliamDelgadoG,"Miami, Miami-Dade County, Florida, United States of America"
mvazocar,"Gironde, Nouvelle-Aquitaine, France métropolitaine, France"
CibaDias,"São Paulo, Região Imediata de São Paulo, Região Metropolitana de São Paulo, Região Intermediária de São Paulo, São Paulo, Região Sudeste, Brasil"
fjjove1,"San Fernando, Chiapas, México"
johnnylandaeta1,"València, Comarca de València, València / Valencia, Comunitat Valenciana, España"
Giorgio231989,"Peñaflor, Sevilla, Andalucía, España"
AndyPowerful1,"Tuxtla Gutiérrez, Chiapas, 29000, México"
LGonzalo81,"Córdoba, Andalucía, España"
chimalixtac,"Playa del Carmen, Solidaridad, Quintana Roo, México"
hrvardei,"Bogotá, Distrito Capital de Bogotá, 110321, Colombia"
ckempffb,"Santa Cruz, Argentina"
manuel_magg,"Santa Ana, Orange County, California, United States of America"
LuizCBrito1,"Porto Alegre, Região Geográfica Imediata de Porto Alegre, Região Metropolitana de Porto Alegre, Região Geográfica Intermediária de Porto Alegre, Rio Grande do Sul, Região Sul, Brasil"
RUDYROLE,"Posadas, Municipio de Posadas, Departamento Capital, Misiones, Argentina"
mariojose_cuba,"Florida, United States of America"
30french,"Portland, Multnomah County, Oregon, United States of America"
dany_iceberg,"Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina"
cristiandevel,"La Serena, Provincia de Elqui, Región de Coquimbo, Chile"
RosaCarmen85,"Ciudad de México, Cuauhtémoc, Ciudad de México, 06060, México"
Carlos_EOrozco,"Victoria, Tampico, Tamaulipas, 89080, México"
Brayan_CastroG,"San Cristóbal, República Dominicana"
Faran341,"Bogotá, Distrito Capital de Bogotá, 110321, Colombia"
Mario_paintball,"Barcelona, Barcelonès, Barcelona, Catalunya, España"
cleytonza,"Queensland, Australia"
stifler31,"Maldonado, 20000, Uruguay"
eltribuno,"Salta, Argentina"
LP_Monde,"Montréal, Agglomération de Montréal, Montréal (06), Québec, Canada"
maduradascom,"Caracas, Municipio Libertador, Distrito Capital, Región Capital, 1010-A, Venezuela"
FERDIDURKE1,Argentina
El_Cooperante,"Caracas, Municipio Libertador, Distrito Capital, Región Capital, 1010-A, Venezuela"
rickychourio,"Miami, Miami-Dade County, Florida, United States of America"
lasillarota,"Ciudad de México, Cuauhtémoc, Ciudad de México, 06060, México"
mjavi_07,"València, Comarca de València, València / Valencia, Comunitat Valenciana, España"
dariomolina954,"Maracaibo, Municipio Maracaibo, Zulia, 4001, Venezuela"
leningavi,"Madrid, Área metropolitana de Madrid y Corredor del Henares, Comunidad de Madrid, 28001, España"
ChilePlutocrata,"Recoleta, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina"
foodmsquared,"Sacramento, Sacramento County, California, United States"
omar_1208,"Tlaxcala, México"
QPEV_,"Caracas, Municipio Libertador, Distrito Capital, Región Capital, 1010-A, Venezuela"
vozmichoacan,"Morelia, Michoacán de Ocampo, 58000, México"
DiarioNorteCom,"Resistencia, Departamento San Fernando, Chaco, Argentina"
RENETORRESB,"Bogotá, Distrito Capital de Bogotá, 110321, Colombia"
aaronssio,"Mar del Plata, Partido de General Pueyrredón, Buenos Aires, Argentina"
ochho88,"Redwood City, San Mateo County, California, United States of America"
BrunoVelarde4,"Santa Catarina, Região Sul, Brasil"
MariaPa62106813,"São Paulo, Região Imediata de São Paulo, Região Metropolitana de São Paulo, Região Intermediária de São Paulo, São Paulo, Região Sudeste, Brasil"
luisgonzalezrau,"Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina"
arseniop99,"Quito, Pichincha, 17041, Ecuador"
8_morning,"Samborondon, San Jacinto de Yaguachi, Guayas, 092104, Ecuador"
ragmancircular,"Guadalajara, Jalisco, 44360, México"
jhonnywindproof,"Bogotá, Distrito Capital de Bogotá, 110321, Colombia"
sembramostodos,"Maracay, Municipio Girardot, Aragua, 2104, Venezuela"
OraleQChiquito,"Durango, México"
kaisamo,"Freiland bei Deutschlandsberg, Deutschlandsberg, Steiermark, Österreich"
JuanJoseGuevara,"Florida, United States of America"
Fredy8142Fredy,"Santiago de Cali, Perímetro Urbano Santiago de Cali, Cali, Valle del Cauca, 760044, Colombia"
DelgadoDamar,"Mérida, Badajoz, Extremadura, 06800, España"
BrunoVelarde4,"Santa Catarina, Região Sul, Brasil"
JuanJoseGuevara,"Florida, United States of America"
Erac1973,"Neiva, Huila, Colombia"
Chiripo_31,"Distrito Capital, Colombia"
Fredy8142Fredy,"Santiago de Cali, Perímetro Urbano Santiago de Cali, Cali, Valle del Cauca, 760044, Colombia"
Chiripo_31,"Distrito Capital, Colombia"
pedrorafa62,"Distrito Capital, Colombia"
edithfalcon,"Monterrey, Nuevo León, México"
jotamoreno26,"Acacías, Meta, 507001, Colombia"
Globalmediamx,"San Luis Potosí, México"
kilbor,"Montevideo, Uruguay"
Elperiodiquito,"Maracay, Municipio Girardot, Aragua, 2104, Venezuela"
pewterschmidtXI,"Wagga Wagga City Council, New South Wales, Australia"
PatValim1,El Salvador
h_trujillo1226,"Neiva, Huila, Colombia"
BrunoVelarde4,"Santa Catarina, Região Sul, Brasil"
caramayoarce,"Santa Cruz, Argentina"
FranInMountains,"Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina"
EDICSSONV,"Bogotá, Distrito Capital de Bogotá, 110321, Colombia"
CorreodelCaroni,"Ciudad Guayana, Parroquia Cachamay, Distrito Caroní, Bolívar, Venezuela"
CintiaFiguero,"Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina"
luisgarciat2010,"Caracas, Municipio Libertador, Distrito Capital, Región Capital, 1010-A, Venezuela"
JuanManuelEraz4,"Pasto, Nariño, 520000, Colombia"
valerage,Venezuela
jptipnis,"Tarija, Bolivia"
noticias24,"Caracas, Municipio Libertador, Distrito Capital, Región Capital, 1010-A, Venezuela"
EleuterioSani,"Empalme, Sonora, México"
duquevan,"Bogotá, Distrito Capital de Bogotá, 110321, Colombia"
SemanarioTV_C8,"Córdoba, Andalucía, España"
EdwTBrennan,"Las Vegas, Clark County, Nevada, United States of America"
javidalber,Venezuela
juancarloj,"Santa Cruz, Argentina"
ombatres,"San Salvador, Departamento de San Salvador, CP-1101, República de El Salvador"
surlopez,"La Paz, Provincia Pedro Domingo Murillo, La Paz, Bolivia"
PAMEVERASTEGUI,"Chiclayo, Lambayeque, Perú"
Sie7edeChiapas,"Tuxtla Gutiérrez, Chiapas, 29000, México"
Jaugustod1,"Zona Sul, Sede, São Gabriel, Região Geográfica Imediata de Santana do Livramento, Região Geográfica Intermediária de Uruguaiana, Rio Grande do Sul, Região Sul, Brasil"
DarkMagician_7,"Mystic Falls, Mystic Falls Trail, Teton County, Wyoming, United States of America"
Nicofinanciero,"Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina"
ODevia,"Bogotá, Distrito Capital de Bogotá, 110321, Colombia"
alexiss09616554,"València, Comarca de València, València / Valencia, Comunitat Valenciana, España"
DeBayamo,"Bayamo, Granma, 85300, Cuba"
Andresnqn,"Neuquén, Argentina"
El_Cooperante,"Caracas, Municipio Libertador, Distrito Capital, Región Capital, 1010-A, Venezuela"
cparedesr,"Lima, Peru"
melaniatorrico,"La Paz, Provincia Pedro Domingo Murillo, La Paz, Bolivia"
francod59396352,"Quito, Pichincha, 17041, Ecuador"
claudiamacip,"Puebla, México"
LukasPipo,"Cochabamba, Kanata, Cercado, Cochabamba, Bolivia"
ecosocialistas,"De Valencia, Praderas del Sur, Villas de Santa Teresa, Durango, 34139, México"
mlnangalama,"New Brunswick, Canada"
elpresi_1,"City of Melbourne, Victoria, Australia"
elpresi_1,"City of Melbourne, Victoria, Australia"
NapoleonCampos,"Ciudad de Guatemala, Guatemala"
DolarToday,"Caracas, Municipio Libertador, Distrito Capital, Región Capital, 1010-A, Venezuela"
zupermanofsteel,"Jalisco, México"
ElSuresteMx,"Chiapas, México"
Gustavo600,"Maracay, Municipio Girardot, Aragua, 2104, Venezuela"
Class987FM,"San Carlos, Oriente, Antioquia, Colombia"
DiarioPE,"Recife, Microrregião de Recife, Região Metropolitana de Recife, Mesorregião Metropolitana de Recife, Pernambuco, Região Nordeste, Brasil"
soyjespada,"La Paz, Provincia Pedro Domingo Murillo, La Paz, Bolivia"
AgroUAMX,"Benito Juárez, Veracruz de Ignacio de la Llave, México"
Mponceortiz1981,"Camiri, Provincia Cordillera, Santa Cruz, Bolivia"
monicaromanomd,"Distrito Federal, Região Centro-Oeste, Brasil"
Chavez200Comite,"San Jose, Santa Clara County, California, United States of America"
aprudencio,"La Paz, Provincia Pedro Domingo Murillo, La Paz, Bolivia"
Enki_da_Gamma,"La Paz, Provincia Pedro Domingo Murillo, La Paz, Bolivia"
tabarefernandez,"Pilar, Surigao Del Norte, Caraga, 8420, Philippines"
bibianusky,"Costa Brava, Praia do Norte, Horta, Faial, Açores, 9900-472, Portugal"
Luis_Feeney_C,"Santa Cruz, Argentina"
marcotulioaa,"Texcoco, Estado de México, México"
BloEmilio,"Concepción, Provincia de Concepción, Región del Biobío, Chile"
RafaelRiveraMe8,"Ciudad Madero, Tamaulipas, México"
CG_2020,"Ciudad de México, Cuauhtémoc, Ciudad de México, 06060, México"
ArturoMoralesV,"Querétaro, México"
fallaElectricas,"Boston, Suffolk County, Massachusetts, United States of America"
wilimessi2012,"Puerto Escondido, San Pedro Mixtepec, Oaxaca, 71800, México"
MrMignotLaurent,"Évreux, Eure, Normandie, France métropolitaine, 27000, France"
DanysJD,"La Paz, Provincia Pedro Domingo Murillo, La Paz, Bolivia"
CG_2020,"Ciudad de México, Cuauhtémoc, Ciudad de México, 06060, México"
ellauchonviale,"東京都, 関東地方, 日本 (Japan)"
akntov,"Puebla, México"
cesamo70,"Culiacán, Sinaloa, 80200, México"
MiguelSan0001,"Quito, Pichincha, 17041, Ecuador"
jjiimmoo88,"Puebla, México"
fotoluismora,"Guayaquil, Guayas, Ecuador"
OrochenaGarcia,"Managua, Managua (Municipio), Departamento de Managua, 10000 (CODIGO MAESTRO), Nicaragua"
AndreRicBrasil,"São Paulo, Região Imediata de São Paulo, Região Metropolitana de São Paulo, Região Intermediária de São Paulo, São Paulo, Região Sudeste, Brasil"
JacquelinePSUV,"Caracas, Municipio Libertador, Distrito Capital, Región Capital, 1010-A, Venezuela"
CG_2020,"Ciudad de México, Cuauhtémoc, Ciudad de México, 06060, México"
allaround2012,"Miami, Miami-Dade County, Florida, United States of America"
Jose_L_Vacaflor,"La Paz, Provincia Pedro Domingo Murillo, La Paz, Bolivia"
gatovillegas,"La Paz, Provincia Pedro Domingo Murillo, La Paz, Bolivia"
crypticvalentin,"Washington, District of Columbia, 20500, United States of America"
MenCar1920,"Álvaro Obregón, Ciudad de México, México"
delibertador,"València, Comarca de València, València / Valencia, Comunitat Valenciana, España"
sofyvaldivia,"Oaxaca, México"
CG_2020,"Ciudad de México, Cuauhtémoc, Ciudad de México, 06060, México"
JuanPuebloLibre,"San Carlos, Oriente, Antioquia, Colombia"
AgroUAMX,"Benito Juárez, Veracruz de Ignacio de la Llave, México"
jm1yr,"San Luis Potosí, México"
makimelendez,"Puebla, México"
maduradascom,"Caracas, Municipio Libertador, Distrito Capital, Región Capital, 1010-A, Venezuela"
GinaRiveraL,"Manabí, Ecuador"
alinabeas,"Guadalajara, Jalisco, 44360, México"
VersionFinal,"Maracaibo, Municipio Maracaibo, Zulia, 4001, Venezuela"
terreforever,"Chaco, Argentina"
MemoDylan,"Fuengirola, Málaga, Andalucía, España"
FelixIdelfonso,"Centre-Val de Loire, France métropolitaine, France"
AgroUAMX,"Benito Juárez, Veracruz de Ignacio de la Llave, México"
CG_2020,"Ciudad de México, Cuauhtémoc, Ciudad de México, 06060, México"
mpayro48,"Tlalpan, Ciudad de México, México"
pablo_vargas_b,"Santiago de Querétaro, Municipio de Querétaro, Querétaro, México"
castilloarangel,"Panama City, Bay County, Florida, United States"
diazsimonjm,"Ciudad de México, Cuauhtémoc, Ciudad de México, 06060, México"
m_a_monzon,"Sucre, Provincia Oropeza, Chuquisaca, 9999, Bolivia"
gabrielacuna12,"Tijuana, Municipio de Tijuana, Baja California, 22105, México"
ATodoMomento_,"Caracas, Municipio Libertador, Distrito Capital, Región Capital, 1010-A, Venezuela"
MemoDylan,"Fuengirola, Málaga, Andalucía, España"
MGonzalezIbarra,"Nayarit, México"
CG_2020,"Ciudad de México, Cuauhtémoc, Ciudad de México, 06060, México"
ismaelcr1974,"Guadalajara, Jalisco, 44360, México"
SrgioBrasileir1,"Jundiaí, Região Imediata de Jundiaí, Região Intermediária de Campinas, São Paulo, Região Sudeste, Brasil"
ReporteActivo,"Comunidad de Madrid, España"
K4M1Sh1R0,"Santa Cruz, Argentina"
marcelobarrero,"La Paz, Provincia Pedro Domingo Murillo, La Paz, Bolivia"
cocando,"Miami, Miami-Dade County, Florida, United States of America"
AguilaTezanos,Bolivia
AlvarezPerret,"Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina"
Cjvs12,"Guayaquil, Guayas, Ecuador"
DatoAlMinuto,"Comunidad de Madrid, España"
MendezDyana,"Santa Cruz, Argentina"
InfoTextual,"Comunidad de Madrid, España"
oswal_rivera,"Bucaramanga, Santander, 680005, Colombia"
ponchosiqueiros,"Ensenada, Baja California, México"
Datos365,"Comunidad de Madrid, España"
Ciudadano741,"Ciudad de México, Cuauhtémoc, Ciudad de México, 06060, México"
LaPublicacion,"Madrid, Área metropolitana de Madrid y Corredor del Henares, Comunidad de Madrid, 28001, España"
LicoMaldo97,"San Isidro, Partido de San Isidro, Buenos Aires, Argentina"
AMSD1964,"Caracas, Municipio Libertador, Distrito Capital, Región Capital, 1010-A, Venezuela"
ExtraVzla,"Caracas, Municipio Libertador, Distrito Capital, Región Capital, 1010-A, Venezuela"
MCristinaAReis,"Santa Cruz de la Sierra, Provincia Andrés Ibáñez, Santa Cruz, 3212, Bolivia"
eseeldaewo,"Paris, Île-de-France, France métropolitaine, France"
evemerrysp,"Santa Cruz de la Sierra, Provincia Andrés Ibáñez, Santa Cruz, 3212, Bolivia"
Mision_Verdad,"Caracas, Municipio Libertador, Distrito Capital, Región Capital, 1010-A, Venezuela"
marcosarellano,"Orem, Utah County, Utah, United States"
TheLatinVote,"Baton Rouge, East Baton Rouge Parish, Louisiana, United States"
InterDifusion,"Comunidad de Madrid, España"
JuanManuelEraz4,"Pasto, Nariño, 520000, Colombia"
DavidPi34759843,"Washington, District of Columbia, 20500, United States of America"
ExtraVzla,"Caracas, Municipio Libertador, Distrito Capital, Región Capital, 1010-A, Venezuela"
chileno1001,"Mundo, Sumatera Selatan, Indonesia"
chileno1001,"Mundo, Sumatera Selatan, Indonesia"
CFdezJau,"Madrid, Área metropolitana de Madrid y Corredor del Henares, Comunidad de Madrid, 28001, España"
daniela_cadario,"São Paulo, Região Imediata de São Paulo, Região Metropolitana de São Paulo, Região Intermediária de São Paulo, São Paulo, Região Sudeste, Brasil"
noticiaaldia,"Maracaibo, Municipio Maracaibo, Zulia, 4001, Venezuela"
EsDiarioPopular,"Tuxtla Gutiérrez, Chiapas, 29000, México"
bieinoticias,"Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina"
ArmandoInfo,"Caracas, Municipio Libertador, Distrito Capital, Región Capital, 1010-A, Venezuela"
ClarisaCla1,"La Plata, Partido de La Plata, Buenos Aires, Argentina"
fferrdan,"Nayarit, México"
GacetaMadrid,"Comunidad de Madrid, España"
dolea6,"Distrito Federal, Região Centro-Oeste, Brasil"
Luna29119375,"Santa Cruz, Argentina"
MaryToni2015,"Naucalpan, Naucalpan de Juárez, Estado de México, 53580, México"
Gladys50181135,"San Juan de Los Morros, Distrito Roscio, Guárico, 2312, Venezuela"
Fernandosotop,"Santo Domingo, Santo Domingo De Guzmán, Distrito Nacional, 10129, República Dominicana"
Luna29119375,"Santa Cruz, Argentina"
LeanArantes1980,"Rio de Janeiro, Microrregião Rio de Janeiro, Região Metropolitana do Rio de Janeiro, Rio de Janeiro, Região Sudeste, Brasil"
mjasmin2051,"Caracas, Municipio Libertador, Distrito Capital, Región Capital, 1010-A, Venezuela"
ArellaProano,"Guayaquil, Guayas, Ecuador"
ponchosiqueiros,"Ensenada, Baja California, México"
GatolBolivia,"La Paz, Provincia Pedro Domingo Murillo, La Paz, Bolivia"
AguilaTezanos,Bolivia
PortaManola,"Rosario, Municipio de Rosario, Departamento Rosario, Santa Fe, S2000, Argentina"
alej_AJ,"Santa Cruz, Argentina"
Fiabiana123,"Wisconsin, United States of America"
FatimaMolina,"La Paz, Provincia Pedro Domingo Murillo, La Paz, Bolivia"
LuisCor95359281,"Tijuana, Municipio de Tijuana, Baja California, 22105, México"
teleamazonasec,"Quito, Pichincha, 17041, Ecuador"
mariajcamachoe,"Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina"
BoliviaMagus,"Santa Cruz de la Sierra, Provincia Andrés Ibáñez, Santa Cruz, 3212, Bolivia"
FelipeRamrezUc1,"Benito Juárez, Veracruz de Ignacio de la Llave, México"
EstebanLuceroV,"Quito, Pichincha, 17041, Ecuador"
BoliviaMagus,"Santa Cruz de la Sierra, Provincia Andrés Ibáñez, Santa Cruz, 3212, Bolivia"
paulofreres,"São Paulo, Região Imediata de São Paulo, Região Metropolitana de São Paulo, Região Intermediária de São Paulo, São Paulo, Região Sudeste, Brasil"
Cristian_nph,"Patagonia, Departamento Río Senguer, Chubut, Argentina"
JuanHumbertoSa9,"Santa Cruz, Argentina"
chileno1001,"Mundo, Sumatera Selatan, Indonesia"
alej_AJ,"Santa Cruz, Argentina"
DolarToday,"Caracas, Municipio Libertador, Distrito Capital, Región Capital, 1010-A, Venezuela"
TuitSugerido,"Comunidad de Madrid, España"
ProEditores,"Comunidad de Madrid, España"
King_Quico,"Rurrenabaque, Provincia del General José Ballivián Segurola, El Beni, Bolivia"
37dukes81,"Quito, Pichincha, 17041, Ecuador"
TuitSugerido,"Comunidad de Madrid, España"
inglaof,"Culiacán, Sinaloa, 80200, México"
CLICMODO,"Comunidad de Madrid, España"
NevikBelial,"La Paz, Provincia Pedro Domingo Murillo, La Paz, Bolivia"
FellenMortos,"Playas de Rosarito, Baja California, México"
grazianopascale,"Montevideo, Uruguay"
SraGaby1,"Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina"
Rockie399,"Cochabamba, Kanata, Cercado, Cochabamba, Bolivia"
Rockie399,"Cochabamba, Kanata, Cercado, Cochabamba, Bolivia"
anth0nyo,"Some Where, شارع 34, Port Saeed, دبي, دبي‎, 22542, الإمارات العربية المتحدة"
Wallychoo,"Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina"
GaboCamacho1,"Zapopan, Jalisco, 45129, México"
Kat82102988,"Barcelona, Barcelonès, Barcelona, Catalunya, España"
Marisa_del_63,"Centro Recreativo - Círculo Policial Pcia. Bs. As., Aldea Romana, Bahía Blanca, Partido de Bahía Blanca, Buenos Aires, Argentina"
venezuelanwiza1,"Caracas, Municipio Libertador, Distrito Capital, Región Capital, 1010-A, Venezuela"
MonaguilloC,"San Martín de la Vega, Las Vegas, Comunidad de Madrid, 28330, España"
heeernnan,"Ituzaingó, Centro, Oncativo, Municipio de Oncativo, Pedanía Impira, Departamento Río Segundo, Córdoba, X5987, Argentina"
DalmaCuellar,"Tarija, Bolivia"
HoracioMRM,"Tucumán, Argentina"
MolaSoy,"Ciudad de México, Cuauhtémoc, Ciudad de México, 06060, México"
cosmikunico,"West New York, Hudson County, New Jersey, United States of America"
hermanazazo,"Zacatecas, México"
Mpp_949,"Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina"
erickalgo,"Cuauhtémoc, Ciudad de México, México"
venezuelanwiza1,"Caracas, Municipio Libertador, Distrito Capital, Región Capital, 1010-A, Venezuela"
Mpp_949,"Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina"
animozitizomina,"São Paulo, Região Imediata de São Paulo, Região Metropolitana de São Paulo, Região Intermediária de São Paulo, São Paulo, Região Sudeste, Brasil"
Gracie21F,"Potosí, Bolivia"
Tonymcmorales,"Napa, Napa County, California, United States"
new_spanish,"Tampa, Hillsborough County, Florida, United States of America"
GersonUmanzor5,"Maryland, United States of America"
pprudencio,"Toronto, Golden Horseshoe, Ontario, M6K 1X9, Canada"
venezuelanwiza1,"Caracas, Municipio Libertador, Distrito Capital, Región Capital, 1010-A, Venezuela"
TantaleanEdward,"Chachapoyas, San Isidro de Maino, Chachapoyas, Amazonas, Perú"
OroDeLey,"Distrito Federal, Região Centro-Oeste, Brasil"
ArizonaNoticias,"Arizona, United States of America"
PanAmPost_es,"Miami, Miami-Dade County, Florida, United States of America"
pmigoya,"Puebla, México"
RaquelBruno2,"Bluffton, Wells County, Indiana, 46714, United States"
animozitizomina,"São Paulo, Região Imediata de São Paulo, Região Metropolitana de São Paulo, Região Intermediária de São Paulo, São Paulo, Região Sudeste, Brasil"
JafedDom,"القاهرة, محافظة القاهرة, Egypt / مصر"
Nikovolks1,"Puebla, México"
Salazar1085,"Mazatlán, Sinaloa, 82000, México"
MeDicenElJose,"La Paz, Provincia Pedro Domingo Murillo, La Paz, Bolivia"
carolin83726243,"Florida, United States of America"
BurguesaReggina,"Mar del Plata, Partido de General Pueyrredón, Buenos Aires, Argentina"
fgonzalez408,"Череповец, городской округ Череповец, Вологодская область, Северо-Западный федеральный округ, 162600, Россия"
javilaol,"Santa Cruz de la Sierra, Provincia Andrés Ibáñez, Santa Cruz, 3212, Bolivia"
Nikovolks1,"Puebla, México"
Santiag95538108,"Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina"
Vegabolivia1,"Virginia, United States of America"
carolin83726243,"Florida, United States of America"
gaboman123,"La Paz, Provincia Pedro Domingo Murillo, La Paz, Bolivia"
Nikovolks1,"Puebla, México"
porsiempresonar,"Iztapalapa, Ciudad de México, México"
lav_arroyo,"Washington, District of Columbia, 20500, United States of America"
ExtraVzla,"Caracas, Municipio Libertador, Distrito Capital, Región Capital, 1010-A, Venezuela"
EdgarJo00631410,"Landkreis Aichach-Friedberg, Schwaben, Bayern, Deutschland"
luarmoreno,"Puebla, México"
Wallychoo,"Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina"
Nikovolks1,"Puebla, México"
patanetas,"Chimalhuacán, Estado de México, 56334, México"
Freddy5579,"Alaska, United States of America"
StephanWurth,"Santa Cruz, Argentina"
iotti_paolo,"La Paz, Provincia Pedro Domingo Murillo, La Paz, Bolivia"
lmariacarvalho,Brasil
poirene,"Ciudad de México, Cuauhtémoc, Ciudad de México, 06060, México"
AndreaAmandaVa1,"La Paz, Provincia Pedro Domingo Murillo, La Paz, Bolivia"
kratospaualeo,"New York, United States of America"
MFSaucedo01,"Santa Cruz, Argentina"
Wallychoo,"Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina"
UfoFaunamania,"La Paz, Provincia Pedro Domingo Murillo, La Paz, Bolivia"
roxanaorguelt,"Bogotá, Distrito Capital de Bogotá, 110321, Colombia"
Paitorua11,"Rio de Janeiro, Microrregião Rio de Janeiro, Região Metropolitana do Rio de Janeiro, Rio de Janeiro, Região Sudeste, Brasil"
cierrehem,"Ciudad de México, Cuauhtémoc, Ciudad de México, 06060, México"
Wallychoo,"Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina"
MFSaucedo01,"Santa Cruz, Argentina"
new_spanish,"Tampa, Hillsborough County, Florida, United States of America"
gloriaantelo,"Santa Cruz, Argentina"
SabanAlejandro,"Puerto Vallarta, Jalisco, 48300, México"
heeernnan,"Ituzaingó, Centro, Oncativo, Municipio de Oncativo, Pedanía Impira, Departamento Río Segundo, Córdoba, X5987, Argentina"
gustyxp,"Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina"
